offset_dec offset_hex byte_hex bits       field
       422 0x000001a6 4d       01001101 block.tx[1].vin[0].witness[0].data
       423 0x000001a7 d3       11010011 block.tx[1].vin[0].witness[0].data
       424 0x000001a8 5f       01011111 block.tx[1].vin[0].witness[0].data
       425 0x000001a9 ca       11001010 block.tx[1].vin[0].witness[0].data
       426 0x000001aa eb       11101011 block.tx[1].vin[0].witness[0].data
       427 0x000001ab 8f       10001111 block.tx[1].vin[0].witness[0].data
       428 0x000001ac a0       10100000 block.tx[1].vin[0].witness[0].data
       429 0x000001ad 15       00010101 block.tx[1].vin[0].witness[0].data
       430 0x000001ae d4       11010100 block.tx[1].vin[0].witness[0].data
       431 0x000001af 42       01000010 block.tx[1].vin[0].witness[0].data
       432 0x000001b0 d0       11010000 block.tx[1].vin[0].witness[0].data
       433 0x000001b1 db       11011011 block.tx[1].vin[0].witness[0].data
       434 0x000001b2 09       00001001 block.tx[1].vin[0].witness[0].data
       435 0x000001b3 2a       00101010 block.tx[1].vin[0].witness[0].data
       436 0x000001b4 2c       00101100 block.tx[1].vin[0].witness[0].data
       437 0x000001b5 67       01100111 block.tx[1].vin[0].witness[0].data
       438 0x000001b6 06       00000110 block.tx[1].vin[0].witness[0].data
       439 0x000001b7 e4       11100100 block.tx[1].vin[0].witness[0].data
       440 0x000001b8 d8       11011000 block.tx[1].vin[0].witness[0].data
       441 0x000001b9 43       01000011 block.tx[1].vin[0].witness[0].data
       442 0x000001ba 3c       00111100 block.tx[1].vin[0].witness[0].data
       443 0x000001bb ed       11101101 block.tx[1].vin[0].witness[0].data
       444 0x000001bc 0e       00001110 block.tx[1].vin[0].witness[0].data
       445 0x000001bd dd       11011101 block.tx[1].vin[0].witness[0].data
       446 0x000001be 62       01100010 block.tx[1].vin[0].witness[0].data
       447 0x000001bf e4       11100100 block.tx[1].vin[0].witness[0].data
       448 0x000001c0 6a       01101010 block.tx[1].vin[0].witness[0].data
       449 0x000001c1 0d       00001101 block.tx[1].vin[0].witness[0].data
       450 0x000001c2 a6       10100110 block.tx[1].vin[0].witness[0].data
       451 0x000001c3 91       10010001 block.tx[1].vin[0].witness[0].data
       452 0x000001c4 01       00000001 block.tx[1].vin[0].witness[0].data
       453 0x000001c5 21       00100001 block.tx[1].vin[0].witness[1].length
       454 0x000001c6 02       00000010 block.tx[1].vin[0].witness[1].data
       455 0x000001c7 30       00110000 block.tx[1].vin[0].witness[1].data
       456 0x000001c8 80       10000000 block.tx[1].vin[0].witness[1].data
       457 0x000001c9 eb       11101011 block.tx[1].vin[0].witness[1].data
       458 0x000001ca 78       01111000 block.tx[1].vin[0].witness[1].data
       459 0x000001cb 85       10000101 block.tx[1].vin[0].witness[1].data
       460 0x000001cc da       11011010 block.tx[1].vin[0].witness[1].data
       461 0x000001cd ed       11101101 block.tx[1].vin[0].witness[1].data
       462 0x000001ce 9f       10011111 block.tx[1].vin[0].witness[1].data
       463 0x000001cf c5       11000101 block.tx[1].vin[0].witness[1].data
       464 0x000001d0 4d       01001101 block.tx[1].vin[0].witness[1].data
       465 0x000001d1 3f       00111111 block.tx[1].vin[0].witness[1].data
       466 0x000001d2 53       01010011 block.tx[1].vin[0].witness[1].data
       467 0x000001d3 14       00010100 block.tx[1].vin[0].witness[1].data
       468 0x000001d4 67       01100111 block.tx[1].vin[0].witness[1].data
       469 0x000001d5 27       00100111 block.tx[1].vin[0].witness[1].data
       470 0x000001d6 16       00010110 block.tx[1].vin[0].witness[1].data
       471 0x000001d7 c9       11001001 block.tx[1].vin[0].witness[1].data
       472 0x000001d8 86       10000110 block.tx[1].vin[0].witness[1].data
       473 0x000001d9 79       01111001 block.tx[1].vin[0].witness[1].data
       474 0x000001da cc       11001100 block.tx[1].vin[0].witness[1].data
       475 0x000001db c0       11000000 block.tx[1].vin[0].witness[1].data
       476 0x000001dc d0       11010000 block.tx[1].vin[0].witness[1].data
       477 0x000001dd d6       11010110 block.tx[1].vin[0].witness[1].data
       478 0x000001de 90       10010000 block.tx[1].vin[0].witness[1].data
       479 0x000001df c4       11000100 block.tx[1].vin[0].witness[1].data
       480 0x000001e0 ad       10101101 block.tx[1].vin[0].witness[1].data
       481 0x000001e1 00       00000000 block.tx[1].vin[0].witness[1].data
       482 0x000001e2 a7       10100111 block.tx[1].vin[0].witness[1].data
       483 0x000001e3 93       10010011 block.tx[1].vin[0].witness[1].data
       484 0x000001e4 03       00000011 block.tx[1].vin[0].witness[1].data
       485 0x000001e5 02       00000010 block.tx[1].vin[0].witness[1].data
       486 0x000001e6 e8       11101000 block.tx[1].vin[0].witness[1].data
       487 0x000001e7 ec       11101100 block.tx[1].locktime
       488 0x000001e8 35       00110101 block.tx[1].locktime
       489 0x000001e9 02       00000010 block.tx[1].locktime
       490 0x000001ea 00       00000000 block.tx[1].locktime
       491 0x000001eb 01       00000001 block.tx[2].version
       492 0x000001ec 00       00000000 block.tx[2].version
       493 0x000001ed 00       00000000 block.tx[2].version
       494 0x000001ee 00       00000000 block.tx[2].version
       495 0x000001ef 01       00000001 block.tx[2].input_count
       496 0x000001f0 13       00010011 block.tx[2].vin[0].prev_txid_le
       497 0x000001f1 57       01010111 block.tx[2].vin[0].prev_txid_le
       498 0x000001f2 7b       01111011 block.tx[2].vin[0].prev_txid_le
       499 0x000001f3 77       01110111 block.tx[2].vin[0].prev_txid_le
       500 0x000001f4 a7       10100111 block.tx[2].vin[0].prev_txid_le
       501 0x000001f5 b1       10110001 block.tx[2].vin[0].prev_txid_le
       502 0x000001f6 8c       10001100 block.tx[2].vin[0].prev_txid_le
       503 0x000001f7 03       00000011 block.tx[2].vin[0].prev_txid_le
       504 0x000001f8 06       00000110 block.tx[2].vin[0].prev_txid_le
       505 0x000001f9 7e       01111110 block.tx[2].vin[0].prev_txid_le
       506 0x000001fa 3e       00111110 block.tx[2].vin[0].prev_txid_le
       507 0x000001fb 48       01001000 block.tx[2].vin[0].prev_txid_le
       508 0x000001fc 52       01010010 block.tx[2].vin[0].prev_txid_le
       509 0x000001fd 46       01000110 block.tx[2].vin[0].prev_txid_le
       510 0x000001fe d7       11010111 block.tx[2].vin[0].prev_txid_le
       511 0x000001ff 82       10000010 block.tx[2].vin[0].prev_txid_le
       512 0x00000200 ee       11101110 block.tx[2].vin[0].prev_txid_le
       513 0x00000201 58       01011000 block.tx[2].vin[0].prev_txid_le
       514 0x00000202 c2       11000010 block.tx[2].vin[0].prev_txid_le
       515 0x00000203 ee       11101110 block.tx[2].vin[0].prev_txid_le
       516 0x00000204 f0       11110000 block.tx[2].vin[0].prev_txid_le
       517 0x00000205 45       01000101 block.tx[2].vin[0].prev_txid_le
       518 0x00000206 23       00100011 block.tx[2].vin[0].prev_txid_le
       519 0x00000207 1f       00011111 block.tx[2].vin[0].prev_txid_le
       520 0x00000208 75       01110101 block.tx[2].vin[0].prev_txid_le
       521 0x00000209 e5       11100101 block.tx[2].vin[0].prev_txid_le
       522 0x0000020a 61       01100001 block.tx[2].vin[0].prev_txid_le
       523 0x0000020b 0e       00001110 block.tx[2].vin[0].prev_txid_le
       524 0x0000020c 76       01110110 block.tx[2].vin[0].prev_txid_le
       525 0x0000020d 41       01000001 block.tx[2].vin[0].prev_txid_le
       526 0x0000020e cf       11001111 block.tx[2].vin[0].prev_txid_le
       527 0x0000020f 0a       00001010 block.tx[2].vin[0].prev_txid_le
       528 0x00000210 01       00000001 block.tx[2].vin[0].prev_vout
       529 0x00000211 00       00000000 block.tx[2].vin[0].prev_vout
       530 0x00000212 00       00000000 block.tx[2].vin[0].prev_vout
       531 0x00000213 00       00000000 block.tx[2].vin[0].prev_vout
       532 0x00000214 6a       01101010 block.tx[2].vin[0].script_sig_length
       533 0x00000215 47       01000111 block.tx[2].vin[0].script_sig
       534 0x00000216 30       00110000 block.tx[2].vin[0].script_sig
       535 0x00000217 44       01000100 block.tx[2].vin[0].script_sig
       536 0x00000218 02       00000010 block.tx[2].vin[0].script_sig
       537 0x00000219 20       00100000 block.tx[2].vin[0].script_sig
       538 0x0000021a 2e       00101110 block.tx[2].vin[0].script_sig
       539 0x0000021b 78       01111000 block.tx[2].vin[0].script_sig
       540 0x0000021c 51       01010001 block.tx[2].vin[0].script_sig
       541 0x0000021d 26       00100110 block.tx[2].vin[0].script_sig
       542 0x0000021e ee       11101110 block.tx[2].vin[0].script_sig
       543 0x0000021f fa       11111010 block.tx[2].vin[0].script_sig
       544 0x00000220 28       00101000 block.tx[2].vin[0].script_sig
       545 0x00000221 a9       10101001 block.tx[2].vin[0].script_sig
       546 0x00000222 29       00101001 block.tx[2].vin[0].script_sig
       547 0x00000223 5a       01011010 block.tx[2].vin[0].script_sig
       548 0x00000224 08       00001000 block.tx[2].vin[0].script_sig
       549 0x00000225 8f       10001111 block.tx[2].vin[0].script_sig
       550 0x00000226 52       01010010 block.tx[2].vin[0].script_sig
       551 0x00000227 de       11011110 block.tx[2].vin[0].script_sig
       552 0x00000228 b9       10111001 block.tx[2].vin[0].script_sig
       553 0x00000229 10       00010000 block.tx[2].vin[0].script_sig
       554 0x0000022a e8       11101000 block.tx[2].vin[0].script_sig
       555 0x0000022b 5c       01011100 block.tx[2].vin[0].script_sig
       556 0x0000022c 81       10000001 block.tx[2].vin[0].script_sig
       557 0x0000022d ce       11001110 block.tx[2].vin[0].script_sig
       558 0x0000022e 86       10000110 block.tx[2].vin[0].script_sig
       559 0x0000022f a1       10100001 block.tx[2].vin[0].script_sig
       560 0x00000230 ae       10101110 block.tx[2].vin[0].script_sig
       561 0x00000231 1a       00011010 block.tx[2].vin[0].script_sig
       562 0x00000232 43       01000011 block.tx[2].vin[0].script_sig
       563 0x00000233 00       00000000 block.tx[2].vin[0].script_sig
       564 0x00000234 b2       10110010 block.tx[2].vin[0].script_sig
       565 0x00000235 fe       11111110 block.tx[2].vin[0].script_sig
       566 0x00000236 83       10000011 block.tx[2].vin[0].script_sig
       567 0x00000237 b4       10110100 block.tx[2].vin[0].script_sig
       568 0x00000238 fa       11111010 block.tx[2].vin[0].script_sig
       569 0x00000239 09       00001001 block.tx[2].vin[0].script_sig
       570 0x0000023a 02       00000010 block.tx[2].vin[0].script_sig
       571 0x0000023b 20       00100000 block.tx[2].vin[0].script_sig
       572 0x0000023c 22       00100010 block.tx[2].vin[0].script_sig
       573 0x0000023d ae       10101110 block.tx[2].vin[0].script_sig
       574 0x0000023e 37       00110111 block.tx[2].vin[0].script_sig
       575 0x0000023f 9d       10011101 block.tx[2].vin[0].script_sig
       576 0x00000240 9c       10011100 block.tx[2].vin[0].script_sig
       577 0x00000241 b5       10110101 block.tx[2].vin[0].script_sig
       578 0x00000242 6b       01101011 block.tx[2].vin[0].script_sig
       579 0x00000243 83       10000011 block.tx[2].vin[0].script_sig
       580 0x00000244 77       01110111 block.tx[2].vin[0].script_sig
       581 0x00000245 11       00010001 block.tx[2].vin[0].script_sig
       582 0x00000246 6b       01101011 block.tx[2].vin[0].script_sig
       583 0x00000247 69       01101001 block.tx[2].vin[0].script_sig
       584 0x00000248 4d       01001101 block.tx[2].vin[0].script_sig
       585 0x00000249 1f       00011111 block.tx[2].vin[0].script_sig
       586 0x0000024a 93       10010011 block.tx[2].vin[0].script_sig
       587 0x0000024b f7       11110111 block.tx[2].vin[0].script_sig
       588 0x0000024c a1       10100001 block.tx[2].vin[0].script_sig
       589 0x0000024d 5f       01011111 block.tx[2].vin[0].script_sig
       590 0x0000024e 00       00000000 block.tx[2].vin[0].script_sig
       591 0x0000024f b1       10110001 block.tx[2].vin[0].script_sig
       592 0x00000250 0e       00001110 block.tx[2].vin[0].script_sig
       593 0x00000251 c7       11000111 block.tx[2].vin[0].script_sig
       594 0x00000252 94       10010100 block.tx[2].vin[0].script_sig
       595 0x00000253 45       01000101 block.tx[2].vin[0].script_sig
       596 0x00000254 a6       10100110 block.tx[2].vin[0].script_sig
       597 0x00000255 7f       01111111 block.tx[2].vin[0].script_sig
       598 0x00000256 82       10000010 block.tx[2].vin[0].script_sig
       599 0x00000257 53       01010011 block.tx[2].vin[0].script_sig
       600 0x00000258 e0       11100000 block.tx[2].vin[0].script_sig
       601 0x00000259 75       01110101 block.tx[2].vin[0].script_sig
       602 0x0000025a 0e       00001110 block.tx[2].vin[0].script_sig
       603 0x0000025b ba       10111010 block.tx[2].vin[0].script_sig
       604 0x0000025c 01       00000001 block.tx[2].vin[0].script_sig
       605 0x0000025d 21       00100001 block.tx[2].vin[0].script_sig
       606 0x0000025e 02       00000010 block.tx[2].vin[0].script_sig
       607 0x0000025f 0a       00001010 block.tx[2].vin[0].script_sig
       608 0x00000260 ef       11101111 block.tx[2].vin[0].script_sig
       609 0x00000261 0f       00001111 block.tx[2].vin[0].script_sig
       610 0x00000262 6a       01101010 block.tx[2].vin[0].script_sig
       611 0x00000263 af       10101111 block.tx[2].vin[0].script_sig
       612 0x00000264 0b       00001011 block.tx[2].vin[0].script_sig
       613 0x00000265 5b       01011011 block.tx[2].vin[0].script_sig
       614 0x00000266 43       01000011 block.tx[2].vin[0].script_sig
       615 0x00000267 bc       10111100 block.tx[2].vin[0].script_sig
       616 0x00000268 9c       10011100 block.tx[2].vin[0].script_sig
       617 0x00000269 50       01010000 block.tx[2].vin[0].script_sig
       618 0x0000026a 59       01011001 block.tx[2].vin[0].script_sig
       619 0x0000026b ca       11001010 block.tx[2].vin[0].script_sig
       620 0x0000026c fb       11111011 block.tx[2].vin[0].script_sig
       621 0x0000026d 70       01110000 block.tx[2].vin[0].script_sig
       622 0x0000026e f9       11111001 block.tx[2].vin[0].script_sig
       623 0x0000026f 09       00001001 block.tx[2].vin[0].script_sig
       624 0x00000270 9a       10011010 block.tx[2].vin[0].script_sig
       625 0x00000271 56       01010110 block.tx[2].vin[0].script_sig
       626 0x00000272 e5       11100101 block.tx[2].vin[0].script_sig
       627 0x00000273 96       10010110 block.tx[2].vin[0].script_sig
       628 0x00000274 d9       11011001 block.tx[2].vin[0].script_sig
